GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
1499,26,"31495087,23603171,24371308,26317904,25386667,19633924,29625497,26290144,19900369,21617231,12209999,16843107,20028853,22415719,28500561,23525311,23240619,22086512,24413733,15696778,22505738,19703993,19197950,18540944,26927026,28160566,",CTNNB1,CTNNB|EVR7|MRD19|armadillo,MIM:116806|HGNC:HGNC:2514|Ensembl:ENSG00000168036|Vega:OTTHUMG00000131393,3,3p22.1,catenin beta 1,protein-coding,"catenin beta-1|catenin (cadherin-associated protein), beta 1, 88kDa"
28514,1,"21931765,",DLL1,DELTA1|DL1|Delta,MIM:606582|HGNC:HGNC:2908|Ensembl:ENSG00000198719|Vega:OTTHUMG00000016078,6,6q27,delta like canonical Notch ligand 1,protein-coding,delta-like protein 1|H-Delta-1|drosophila Delta homolog 1
5034,1,"29207176,",P4HB,CLCRP1|DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,MIM:176790|HGNC:HGNC:8548|Ensembl:ENSG00000185624|Vega:OTTHUMG00000150269,17,17q25.3,prolyl 4-hydroxylase subunit beta,protein-coding,"protein disulfide-isomerase|cellular thyroid hormone-binding protein|collagen prolyl 4-hydroxylase beta|glutathione-insulin transhydrogenase|p55|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide|prolyl 4-hydroxylase, beta polypeptide|protein disulfide isomerase family A, member 1|protein disulfide isomerase-associated 1|protein disulfide isomerase/oxidoreductase|protocollagen hydroxylase|testicular secretory protein Li 32|thyroid hormone-binding protein p55"
55902,2,"28552616,25525878,",ACSS2,ACAS2|ACECS|ACS|ACSA|dJ1161H23.1,MIM:605832|HGNC:HGNC:15814|Ensembl:ENSG00000131069|Vega:OTTHUMG00000032317,20,20q11.22,acyl-CoA synthetase short chain family member 2,protein-coding,"acetyl-coenzyme A synthetase, cytoplasmic|acetate thiokinase|acetate-CoA ligase|acetyl-Coenzyme A synthetase 2 (ADP forming)|acyl-activating enzyme|cytoplasmic acetyl-coenzyme A synthetase"
3572,1,"25966666,",IL6ST,CD130|CDW130|GP130|IL-6RB,MIM:600694|HGNC:HGNC:6021|Ensembl:ENSG00000134352|Vega:OTTHUMG00000097043,5,5q11.2,interleukin 6 signal transducer,protein-coding,"interleukin-6 receptor subunit beta|CD130 antigen|IL-6 receptor subunit beta|IL-6R subunit beta|gp130 of the rheumatoid arthritis antigenic peptide-bearing soluble form|gp130, oncostatin M receptor|interleukin receptor beta chain|membrane glycoprotein 130|membrane glycoprotein gp130|oncostatin-M receptor subunit alpha"
1268,3,"27613640,20090845,20307616,",CNR1,CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR,MIM:114610|HGNC:HGNC:2159|Ensembl:ENSG00000118432|Vega:OTTHUMG00000015184,6,6q15,cannabinoid receptor 1,protein-coding,cannabinoid receptor 1|cannabinoid receptor 1 (brain)|central cannabinoid receptor
23479,1,"22977270,",ISCU,2310020H20Rik|HML|ISU2|NIFU|NIFUN|hnifU,MIM:611911|HGNC:HGNC:29882|Ensembl:ENSG00000136003|Vega:OTTHUMG00000168420,12,12q23.3,iron-sulfur cluster assembly enzyme,protein-coding,"iron-sulfur cluster assembly enzyme ISCU, mitochondrial|IscU iron-sulfur cluster scaffold homolog|nifU-like N-terminal domain-containing protein"
7052,1,"18587533,",TGM2,TG(C)|TGC,MIM:190196|HGNC:HGNC:11778|Ensembl:ENSG00000198959|Vega:OTTHUMG00000032437,20,20q11.23,transglutaminase 2,protein-coding,"protein-glutamine gamma-glutamyltransferase 2|C polypeptide, protein-glutamine-gamma-glutamyltransferase|TGase C|TGase H|TGase-2|tissue transglutaminase|transglutaminase C|transglutaminase H"
6754,1,"20233783,",SSTR4,SS-4-R|SS4-R|SS4R,MIM:182454|HGNC:HGNC:11333|Ensembl:ENSG00000132671|Vega:OTTHUMG00000032054,20,20p11.21,somatostatin receptor 4,protein-coding,somatostatin receptor type 4|G-protein coupled receptor
79085,1,"27993893,",SLC25A23,APC2|MCSC2|SCaMC-3,MIM:608746|HGNC:HGNC:19375|Ensembl:ENSG00000125648|Vega:OTTHUMG00000180852,19,19p13.3,solute carrier family 25 member 23,protein-coding,"calcium-binding mitochondrial carrier protein SCaMC-3|mitochondrial ATP-Mg/Pi carrier protein 2|mitochondrial Ca(2+)-dependent solute carrier protein 2|mitochondrial Ca2+-dependent solute carrier protein 2|short calcium-binding mitochondrial carrier 3|small calcium-binding mitochondrial carrier protein 3|solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
1977,3,"27900644,25193863,19188486,",EIF4E,AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F|eIF-4E,MIM:133440|HGNC:HGNC:3287|Ensembl:ENSG00000151247|Vega:OTTHUMG00000161090,4,4q23,eukaryotic translation initiation factor 4E,protein-coding,eukaryotic translation initiation factor 4E|eIF-4F 25 kDa subunit|eukaryotic translation initiation factor 4E-like 1|mRNA cap-binding protein
7750,1,"21527531,",ZMYM2,FIM|MYM|RAMP|SCLL|ZNF198,MIM:602221|HGNC:HGNC:12989|Ensembl:ENSG00000121741|Vega:OTTHUMG00000016507,13,13q12.11,zinc finger MYM-type containing 2,protein-coding,"zinc finger MYM-type protein 2|fused in myeloproliferative disorders protein|rearranged in an atypical myeloproliferative disorder|zinc finger protein 198|zinc finger, MYM-type 2"
644943,1,"20956940,",RASSF10,-,MIM:614713|HGNC:HGNC:33984|Ensembl:ENSG00000189431|Vega:OTTHUMG00000166184,11,11p15.3,Ras association domain family member 10,protein-coding,ras association domain-containing protein 10|Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
9788,2,"25385572,22081072,",MTSS1,MIM|MIMA|MIMB,MIM:608486|HGNC:HGNC:20443|Ensembl:ENSG00000170873|Vega:OTTHUMG00000048189,8,8q24.13,"MTSS1, I-BAR domain containing",protein-coding,metastasis suppressor protein 1|metastasis suppressor 1|metastasis suppressor YGL-1|missing in metastasis protein
5347,5,"27538997,21436619,28283778,22390279,28178660,",PLK1,PLK|STPK13,MIM:602098|HGNC:HGNC:9077|Ensembl:ENSG00000166851|Vega:OTTHUMG00000096984,16,16p12.2,polo like kinase 1,protein-coding,serine/threonine-protein kinase PLK1|PLK-1|cell cycle regulated protein kinase|polo (Drosophia)-like kinase|serine/threonine-protein kinase 13
7068,2,"17039256,15601836,",THRB,C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2,MIM:190160|HGNC:HGNC:11799|Ensembl:ENSG00000151090|Vega:OTTHUMG00000130478,3,3p24.2,thyroid hormone receptor beta,protein-coding,"thyroid hormone receptor beta|nuclear receptor subfamily 1 group A member 2|oncogene ERBA2|thyroid hormone nuclear receptor beta variant 1|thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"
468,2,"28553953,20022965,",ATF4,CREB-2|CREB2|TAXREB67|TXREB,MIM:604064|HGNC:HGNC:786|Ensembl:ENSG00000128272|Vega:OTTHUMG00000151099,22,22q13.1,activating transcription factor 4,protein-coding,cyclic AMP-dependent transcription factor ATF-4|DNA-binding protein TAXREB67|cAMP response element-binding protein 2|cAMP-dependent transcription factor ATF-4|cAMP-responsive element-binding protein 2|cyclic AMP-responsive element-binding protein 2|tax-responsive enhancer element B67|tax-responsive enhancer element-binding protein 67
5468,1,"30607709,",PPARG,CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma,MIM:601487|HGNC:HGNC:9236|Ensembl:ENSG00000132170|Vega:OTTHUMG00000129764,3,3p25.2,peroxisome proliferator activated receptor gamma,protein-coding,peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator-activated nuclear receptor gamma variant 1
51147,2,"27471108,19571607,",ING4,my036|p29ING4,MIM:608524|HGNC:HGNC:19423|Ensembl:ENSG00000111653|Vega:OTTHUMG00000141274,12,12p13.31,inhibitor of growth family member 4,protein-coding,inhibitor of growth protein 4|brain my036 protein|candidate tumor suppressor p33 ING1 homolog
1019,1,"28637687,",CDK4,CMM3|PSK-J3,MIM:123829|HGNC:HGNC:1773|Ensembl:ENSG00000135446|Vega:OTTHUMG00000170382,12,12q14.1,cyclin dependent kinase 4,protein-coding,cyclin-dependent kinase 4|cell division protein kinase 4
4914,7,"24840578,28695888,18719857,22782892,17635673,17971243,17673289,",NTRK1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,MIM:191315|HGNC:HGNC:8031|Ensembl:ENSG00000198400|Vega:OTTHUMG00000041304,1,1q23.1,neurotrophic receptor tyrosine kinase 1,protein-coding,"high affinity nerve growth factor receptor|Oncogene TRK|TRK1-transforming tyrosine kinase protein|gp140trk|neurotrophic tyrosine kinase, receptor, type 1|tropomyosin-related kinase A|tyrosine kinase receptor A"
4779,1,"30755497,",NFE2L1,LCR-F1|NRF1|TCF11,MIM:163260|HGNC:HGNC:7781|Ensembl:ENSG00000082641|Vega:OTTHUMG00000178706,17,17q21.32,"nuclear factor, erythroid 2 like 1",protein-coding,"nuclear factor erythroid 2-related factor 1|NF-E2-related factor 1|NFE2-related factor 1|TCF-11|locus control region-factor 1|nuclear factor, erythroid derived 2, like 1|transcription factor 11 (basic leucine zipper type)|transcription factor HBZ17|transcription factor LCR-F1"
57162,1,"27469333,",PELI1,-,MIM:614797|HGNC:HGNC:8827|Ensembl:ENSG00000197329|Vega:OTTHUMG00000129511,2,2p14,pellino E3 ubiquitin protein ligase 1,protein-coding,E3 ubiquitin-protein ligase pellino homolog 1|RING-type E3 ubiquitin transferase pellino homolog 1|pellino homolog 1|pellino-1|pellino-related intracellular-signaling molecule|protein pellino homolog 1
7422,38,"24398760,22541785,21517260,17917075,16036113,23756256,26909925,24980036,30429891,22009797,18950958,23398358,26627848,25821815,16773219,12918061,19347725,12213878,15949234,16612574,21107201,21247755,26503641,23475388,21935869,17671709,28152577,23358800,26951383,19626992,23624620,12509854,24905841,18317686,12590639,24928387,21968684,12174896,",VEGFA,MVCD1|VEGF|VPF,MIM:192240|HGNC:HGNC:12680|Ensembl:ENSG00000112715|Vega:OTTHUMG00000014745,6,6p21.1,vascular endothelial growth factor A,protein-coding,vascular endothelial growth factor A|vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor
4953,2,"26460945,15015770,",ODC1,ODC,MIM:165640|HGNC:HGNC:8109|Ensembl:ENSG00000115758|Vega:OTTHUMG00000090450,2,2p25.1,ornithine decarboxylase 1,protein-coding,ornithine decarboxylase
4772,1,"20664054,",NFATC1,NF-ATC|NF-ATc1.2|NFAT2|NFATc,MIM:600489|HGNC:HGNC:7775|Ensembl:ENSG00000131196|Vega:OTTHUMG00000132897,18,18q23,nuclear factor of activated T-cells 1,protein-coding,"nuclear factor of activated T-cells, cytoplasmic 1|NFAT transcription complex cytosolic component|nuclear factor of activated T-cells 'c'|nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"
7101,3,"20360385,23028043,20814749,",NR2E1,TLL|TLX|XTLL,MIM:603849|HGNC:HGNC:7973|Ensembl:ENSG00000112333|Vega:OTTHUMG00000015319,6,6q21,nuclear receptor subfamily 2 group E member 1,protein-coding,nuclear receptor subfamily 2 group E member 1|nuclear receptor TLX|protein tailless homolog|tailes-related receptor
5898,1,"27566179,",RALA,RAL,MIM:179550|HGNC:HGNC:9839|Ensembl:ENSG00000006451|Vega:OTTHUMG00000128775,7,7p14.1,RAS like proto-oncogene A,protein-coding,ras-related protein Ral-A|RALA Ras like proto-oncogene A|RAS-like protein A|Ras family small GTP binding protein RALA|ras related GTP binding protein A|v-ral simian leukemia viral oncogene homolog A (ras related)
54790,2,"21690245,28337768,",TET2,KIAA1546|MDS,MIM:612839|HGNC:HGNC:25941|Ensembl:ENSG00000168769|Vega:OTTHUMG00000131213,4,4q24,tet methylcytosine dioxygenase 2,protein-coding,methylcytosine dioxygenase TET2|probable methylcytosine dioxygenase TET2|tet oncogene family member 2
10656,1,"19584924,",KHDRBS3,Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile,MIM:610421|HGNC:HGNC:18117|Ensembl:ENSG00000131773|Vega:OTTHUMG00000164164,8,8q24.23,"KH RNA binding domain containing, signal transduction associated 3",protein-coding,"KH domain-containing, RNA-binding, signal transduction-associated protein 3|KH domain containing, RNA binding, signal transduction associated 3|RNA-binding protein T-Star|Sam68-like phosphotyrosine protein, T-STAR|sam68-like mammalian protein 2"
83858,1,"18639545,",ATAD3B,AAA-TOB3|TOB3,MIM:612317|HGNC:HGNC:24007|Ensembl:ENSG00000160072|Vega:OTTHUMG00000000577,1,1p36.33,"ATPase family, AAA domain containing 3B",protein-coding,ATPase family AAA domain-containing protein 3B|AAA-ATPase TOB3
3205,2,"23466061,23349797,",HOXA9,ABD-B|HOX1|HOX1.7|HOX1G,MIM:142956|HGNC:HGNC:5109|Ensembl:ENSG00000078399|Vega:OTTHUMG00000023220,7,7p15.2,homeobox A9,protein-coding,homeobox protein Hox-A9|homeobox protein Hox-1G|homeodomain protein HOXA9
2081,1,"29263275,",ERN1,IRE1|IRE1P|IRE1a|hIRE1p,MIM:604033|HGNC:HGNC:3449|Ensembl:ENSG00000178607|Vega:OTTHUMG00000178879,17,17q23.3,endoplasmic reticulum to nucleus signaling 1,protein-coding,serine/threonine-protein kinase/endoribonuclease IRE1|ER to nucleus signalling 1|inositol-requiring 1|inositol-requiring enzyme 1|inositol-requiring protein 1|ire1-alpha|protein kinase/endoribonuclease
8754,2,"27571068,25646025,",ADAM9,CORD9|MCMP|MDC9|Mltng,MIM:602713|HGNC:HGNC:216|Ensembl:ENSG00000168615|Vega:OTTHUMG00000159783,8,8p11.22,ADAM metallopeptidase domain 9,protein-coding,disintegrin and metalloproteinase domain-containing protein 9|ADAM metallopeptidase domain 9 (meltrin gamma)|cellular disintegrin-related protein|cone rod dystrophy 9|metalloprotease/disintegrin/cysteine-rich protein 9|myeloma cell metalloproteinase
1803,2,"22648548,19247978,",DPP4,ADABP|ADCP2|CD26|DPPIV|TP103,MIM:102720|HGNC:HGNC:3009|Ensembl:ENSG00000197635|Vega:OTTHUMG00000132056,2,2q24.2,dipeptidyl peptidase 4,protein-coding,"dipeptidyl peptidase 4|ADCP-2|DPP IV|T-cell activation antigen CD26|adenosine deaminase complexing protein 2|dipeptidyl peptidase IV|dipeptidylpeptidase 4|dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"
5533,1,"29294030,",PPP3CC,CALNA3|CNA3|PP2Bgamma,MIM:114107|HGNC:HGNC:9316|Ensembl:ENSG00000120910|Vega:OTTHUMG00000163802,8,8p21.3,protein phosphatase 3 catalytic subunit gamma,protein-coding,"serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform|CAM-PRP catalytic subunit|calcineurin, testis-specific catalytic subunit|calmodulin-dependent calcineurin A subunit gamma isoform|protein phosphatase 2B, catalytic subunit, gamma isoform|protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform|protein phosphatase 3, catalytic subunit, gamma isozyme"
3838,2,"22772608,24664371,",KPNA2,IPOA1|QIP2|RCH1|SRP1-alpha|SRP1alpha,MIM:600685|HGNC:HGNC:6395|Ensembl:ENSG00000182481|Vega:OTTHUMG00000179784,17,17q24.2,karyopherin subunit alpha 2,protein-coding,"importin subunit alpha-1|RAG cohort protein 1|importin subunit alpha-2|importin-alpha-P1|karyopherin alpha 2 (RAG cohort 1, importin alpha 1)|pendulin"
3559,2,"25935549,20562654,",IL2RA,CD25|IDDM10|IL2R|IMD41|TCGFR|p55,MIM:147730|HGNC:HGNC:6008|Ensembl:ENSG00000134460|Vega:OTTHUMG00000017616,10,10p15.1,interleukin 2 receptor subunit alpha,protein-coding,"interleukin-2 receptor subunit alpha|IL-2 receptor subunit alpha|IL-2R subunit alpha|TAC antigen|interleukin 2 receptor, alpha"
10803,1,"24828696,",CCR9,CC-CKR-9|CDw199|GPR-9-6|GPR28,MIM:604738|HGNC:HGNC:1610|Ensembl:ENSG00000173585|Vega:OTTHUMG00000133450,3,3p21.31,C-C motif chemokine receptor 9,protein-coding,C-C chemokine receptor type 9|G protein-coupled receptor 28|chemokine (C-C motif) receptor 9
5522,1,"24126060,",PPP2R2C,B55-GAMMA|B55gamma|IMYPNO|IMYPNO1|PR52|PR55G,MIM:605997|HGNC:HGNC:9306|Ensembl:ENSG00000074211|Vega:OTTHUMG00000090445,4,4p16.1,protein phosphatase 2 regulatory subunit Bgamma,protein-coding,"protein phosphatase 2, regulatory subunit B, gamma|PP2A, subunit B, B-gamma isoform|PP2A, subunit B, B55-gamma isoform|PP2A, subunit B, PR55-gamma isoform|PP2A, subunit B, R2-gamma isoform|gamma isoform of regulatory subunit B55, protein phosphatase 2|phosphoprotein phosphatase 2A BR gamma regulatory chain|protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform|protein phosphatase 2A1 B gamma subunit|serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform"
3598,5,"28550091,20805641,28079349,18172271,17917751,",IL13RA2,CD213A2|CT19|IL-13R|IL13BP,MIM:300130|HGNC:HGNC:5975|Ensembl:ENSG00000123496|Vega:OTTHUMG00000022229,X,Xq23,interleukin 13 receptor subunit alpha 2,protein-coding,"interleukin-13 receptor subunit alpha-2|IL-13 receptor subunit alpha-2|IL-13R subunit alpha-2|IL-13R-alpha-2|IL-13RA2|cancer/testis antigen 19|interleukin 13 binding protein|interleukin 13 receptor alpha 2 chain|interleukin 13 receptor, alpha 2"
8650,1,"18384513,",NUMB,C14orf41|S171|c14_5527,MIM:603728|HGNC:HGNC:8060|Ensembl:ENSG00000133961|Vega:OTTHUMG00000171436,14,14q24.2-q24.3,"NUMB, endocytic adaptor protein",protein-coding,protein numb homolog|h-Numb|numb homolog
8880,5,"26545048,24117486,22869205,22588899,21817013,",FUBP1,FBP|FUBP|hDH V,MIM:603444|HGNC:HGNC:4004|Ensembl:ENSG00000162613|Vega:OTTHUMG00000040799,1,1p31.1,far upstream element binding protein 1,protein-coding,far upstream element-binding protein 1|DNA helicase V|FUSE binding protein 1|far upstream element (FUSE) binding protein 1
860,1,"19020999,",RUNX2,AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA,MIM:600211|HGNC:HGNC:10472|Ensembl:ENSG00000124813|Vega:OTTHUMG00000014774,6,6p21.1,runt related transcription factor 2,protein-coding,"runt-related transcription factor 2|PEA2-alpha A|PEBP2-alpha A|SL3-3 enhancer factor 1 alpha A subunit|SL3/AKV core-binding factor alpha A subunit|acute myeloid leukemia 3 protein|core-binding factor, runt domain, alpha subunit 1|oncogene AML-3|osteoblast-specific transcription factor 2|polyomavirus enhancer-binding protein 2 alpha A subunit"
55355,2,"24039914,23638004,",HJURP,FAKTS|URLC9|hFLEG1,MIM:612667|HGNC:HGNC:25444|Ensembl:ENSG00000123485|Vega:OTTHUMG00000059125,2,2q37.1,Holliday junction recognition protein,protein-coding,Holliday junction recognition protein|14-3-3-associated AKT substrate|fetal liver expressing gene 1|fetal liver-expressing gene 1 protein|up-regulated in lung cancer 9
3958,5,"20451577,19020999,18384511,25177969,22465244,",LGALS3,CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2,MIM:153619|HGNC:HGNC:6563|Ensembl:ENSG00000131981|Vega:OTTHUMG00000171030,14,14q22.3,galectin 3,protein-coding,"galectin-3|35 kDa lectin|IgE-binding protein|MAC-2 antigen|advanced glycation end-product receptor 3|carbohydrate-binding protein 35|galactose-specific lectin 3|laminin-binding protein|lectin L-29|lectin, galactoside-binding, soluble, 3"
2308,4,"17442120,26585955,19787258,23874926,",FOXO1,FKH1|FKHR|FOXO1A,MIM:136533|HGNC:HGNC:3819|Ensembl:ENSG00000150907|Vega:OTTHUMG00000016775,13,13q14.11,forkhead box O1,protein-coding,"forkhead box protein O1|forkhead box protein O1A|forkhead, Drosophila, homolog of, in rhabdomyosarcoma"
1063,1,"26188054,",CENPF,CENF|CILD31|PRO1779|STROMS|hcp-1,MIM:600236|HGNC:HGNC:1857|Ensembl:ENSG00000117724|Vega:OTTHUMG00000036955,1,1q41,centromere protein F,protein-coding,"centromere protein F|AH antigen|CENP-F kinetochore protein|cell-cycle-dependent 350K nuclear protein|centromere protein F, 350/400kDa|kinetochore protein CENPF|mitosin"
7546,1,"20199689,",ZIC2,HPE5,MIM:603073|HGNC:HGNC:12873|Ensembl:ENSG00000043355|Vega:OTTHUMG00000017279,13,13q32.3,Zic family member 2,protein-coding,"zinc finger protein ZIC 2|Zic family member 2 (odd-paired homolog, Drosophila)|Zinc finger protein of the cerebellum 2"
23552,1,"22875024,",CDK20,CCRK|CDCH|P42|PNQALRE,MIM:610076|HGNC:HGNC:21420|Ensembl:ENSG00000156345|Vega:OTTHUMG00000020161,9,9q22.1,cyclin dependent kinase 20,protein-coding,cyclin-dependent kinase 20|CAK-kinase p42|CDK-activating kinase p42|cell cycle-related kinase|cell division protein kinase 20|cyclin-dependent protein kinase H|cyclin-kinase-activating kinase p42
65998,2,"25388523,24562983,",C11orf95,-,MIM:615699|HGNC:HGNC:28449|Ensembl:ENSG00000188070|Vega:OTTHUMG00000167840,11,11q13.1,chromosome 11 open reading frame 95,protein-coding,uncharacterized protein C11orf95
708,1,"25528767,",C1QBP,GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32,MIM:601269|HGNC:HGNC:1243|Ensembl:ENSG00000108561|Vega:OTTHUMG00000177875,17,17p13.2,complement C1q binding protein,protein-coding,"complement component 1 Q subcomponent-binding protein, mitochondrial|ASF/SF2-associated protein p32|C1q globular domain-binding protein|complement component 1, q subcomponent binding protein|glycoprotein gC1qBP|hyaluronan-binding protein 1|mitochondrial matrix protein p32|p33|splicing factor SF2-associated protein"
2796,1,"18980792,",GNRH1,GNRH|GRH|LHRH|LNRH,MIM:152760|HGNC:HGNC:4419|Ensembl:ENSG00000147437|Vega:OTTHUMG00000163852,8,8p21.2,gonadotropin releasing hormone 1,protein-coding,progonadoliberin-1|GnRH-associated peptide 1|gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)|leuteinizing-releasing hormone|luliberin I|prolactin release-inhibiting factor
9253,1,"18940473,",NUMBL,CAG3A|CTG3a|NBL|NUMB-R|NUMBLIKE|NUMBR|TNRC23,MIM:604018|HGNC:HGNC:8061|Ensembl:ENSG00000105245|Vega:OTTHUMG00000182627,19,19q13.2,"NUMB like, endocytic adaptor protein",protein-coding,numb-like protein|numb homolog-like|numb-related protein
1601,1,"24608456,",DAB2,DOC-2|DOC2,MIM:601236|HGNC:HGNC:2662|Ensembl:ENSG00000153071|Vega:OTTHUMG00000162043,5,5p13.1,"DAB2, clathrin adaptor protein",protein-coding,"disabled homolog 2|Dab, mitogen-responsive phosphoprotein, homolog 2|adaptor molecule disabled-2|differentially expressed in ovarian carcinoma 2|differentially-expressed protein 2|disabled homolog 2, mitogen-responsive phosphoprotein"
7076,1,"18850474,",TIMP1,CLGI|EPA|EPO|HCI|TIMP|TIMP-1,MIM:305370|HGNC:HGNC:11820|Ensembl:ENSG00000102265|Vega:OTTHUMG00000021447,X,Xp11.3,TIMP metallopeptidase inhibitor 1,protein-coding,metalloproteinase inhibitor 1|collagenase inhibitor|erythroid potentiating activity|fibroblast collagenase inhibitor|tissue inhibitor of metalloproteinases 1
65009,2,"22399192,26976975,",NDRG4,BDM1|SMAP-8|SMAP8,MIM:614463|HGNC:HGNC:14466|Ensembl:ENSG00000103034|Vega:OTTHUMG00000133485,16,16q21,NDRG family member 4,protein-coding,protein NDRG4|N-myc downstream-regulated gene 4 protein|brain development-related molecule 1|smooth muscle-associated protein 8|vascular smooth muscle cell-associated protein 8
6548,1,"22718548,",SLC9A1,APNH|LIKNS|NHE-1|NHE1|PPP1R143,MIM:107310|HGNC:HGNC:11071|Ensembl:ENSG00000090020|Vega:OTTHUMG00000004271,1,1p36.11,solute carrier family 9 member A1,protein-coding,"sodium/hydrogen exchanger 1|Na(+)/H(+) exchanger 1|Na-Li countertransporter|protein phosphatase 1, regulatory subunit 143|solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)|solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)|solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1"
4040,1,"28042322,",LRP6,ADCAD2|STHAG7,MIM:603507|HGNC:HGNC:6698|Ensembl:ENSG00000070018,12,12p13.2,LDL receptor related protein 6,protein-coding,low-density lipoprotein receptor-related protein 6|LRP-6
545,2,"27803059,26804177,",ATR,FCTCS|FRP1|MEC1|SCKL|SCKL1,MIM:601215|HGNC:HGNC:882|Ensembl:ENSG00000175054|Vega:OTTHUMG00000159234,3,3q23,ATR serine/threonine kinase,protein-coding,"serine/threonine-protein kinase ATR|FRAP-related protein-1|MEC1, mitosis entry checkpoint 1, homolog|ataxia telangiectasia and Rad3-related protein"
5292,3,"30020405,22451912,17476282,",PIM1,PIM,MIM:164960|HGNC:HGNC:8986|Ensembl:ENSG00000137193|Vega:OTTHUMG00000016426,6,6p21.2,"Pim-1 proto-oncogene, serine/threonine kinase",protein-coding,serine/threonine-protein kinase pim-1|Oncogene PIM1|pim-1 kinase 44 kDa isoform|pim-1 oncogene (proviral integration site 1)|proto-oncogene serine/threonine-protein kinase pim-1
4613,14,"16951180,19234491,18348317,25785590,28453467,19171780,22090452,20607354,21378543,21646478,26290144,24470553,18391076,22068108,",MYCN,MODED|N-myc|NMYC|ODED|bHLHe37,MIM:164840|HGNC:HGNC:7559|Ensembl:ENSG00000134323|Vega:OTTHUMG00000039579,2,2p24.3,"MYCN proto-oncogene, bHLH transcription factor",protein-coding,N-myc proto-oncogene protein|class E basic helix-loop-helix protein 37|neuroblastoma MYC oncogene|neuroblastoma-derived v-myc avian myelocytomatosis viral related oncogene|oncogene NMYC|v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
